"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Anarhichas lupus","[1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Number per tow (standardised index of relative abundance)","[6.8923,8.3001,4.7117,4.2788,2.4383,2.6551,2.9569,2.1837,1.9287,1.3719,1.0242,1.1559,0.9472,0.5143,0.5223,0.2904,0.3834,0.1826]","MULTIPOINT((-52.757812 52.054271))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas denticulatus","[1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Number per tow (standardised index of relative abundance)","[5.0085,2.6502,2.3676,2.7521,2.0062,2.1359,1.9552,1.8023,1.2139,0.8525,0.6208,0.5931,0.3336,0.3104,0.1066,0.051,0.0232,0.0232]","MULTIPOINT((-52.757812 52.054271))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas minor","[1999,2000,2001,2002,2003,2004,2005,2008,2009,2010]","Number per tow (standardised index of relative abundance)","[0.0153,0.0297,0.0216,0.0217,0.0321,0.0158,0.0302,0.0162,0.0368,0.0164]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas lupus","[1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2007,2008,2009,2010]","Number per tow (standardised index of relative abundance)","[2.4729,0.5747,0.4928,3.2885,1.125,1.8798,2.0632,1.5936,2.5933,3.2461,1.7966,1.5923,2.388,1.7551]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas denticulatus","[1996,1998,1999,2005,2008]","Number per tow (standardised index of relative abundance)","[0.0114,0.0133,0.00964,0.0116,0.0202]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas minor","[1984,1985,1988,1990,1993]","Number per tow (standardised index of relative abundance)","[0.003506,0.0343,0.0162,0.008204,0.006462]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas lupus","[1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995]","Number per tow (standardised index of relative abundance)","[0.4352,0.4349,0.6387,0.3936,0.2505,0.1278,0.1683,0.1681,0.0862,0.1165,0.1265,0.1569]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas denticulatus","[1984,1985,1986,1987,1991]","Number per tow (standardised index of relative abundance)","[0.0689,0.0738,0.0101,0.0119,0.00216]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas minor","[1972,1973,1974,1975,1976,1977,1978]","Number per tow (standardised index of relative abundance)","[0.0224,0.00393,0.0121,0.1799,0.0161,0.0447,0.0221]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas lupus","[1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982]","Number per tow (standardised index of relative abundance)","[1.4909,4.6139,2.1654,3.3598,1.3195,2.4118,0.8103,1.1169,0.5255,1.6588,0.9756]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas minor","[1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010]","Number per tow (standardised index of relative abundance)","[0.0673,0.049,0.0755,0.0755,0.1143,0.1,0.0918,0.1,0.2102,0.3122,0.5755,0.4388,0.2163,0.0571,0.1898]","MULTIPOINT((-48.319336 48.138699))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas lupus","[1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010]","Number per tow (standardised index of relative abundance)","[0.6583,0.7816,0.4853,0.8235,1.1823,0.8757,1.0605,0.8256,0.8364,2.0651,2.5672,2.0661,1.5651,0.7058,1.2488]","MULTIPOINT((-48.319336 48.138699))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas denticulatus","[1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010]","Number per tow (standardised index of relative abundance)","[0.0236,0.0322,0.0634,0.0402,0.0658,0.0329,0.0145,0.0402,0.0347,0.0861,0.0604,0.1008,0.0507,0.0202,0.0843]","MULTIPOINT((-48.319336 48.138699))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas minor","[1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995]","Number per tow (standardised index of relative abundance)","[0.0204,0.0694,0.0898,0.1408,0.1551,0.1306,0.1122,0.0306,0.0388,0.0388,0.0204,0.0265]","MULTIPOINT((-48.319336 48.138699))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas lupus","[1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995]","Number per tow (standardised index of relative abundance)","[0.2938,0.4888,0.6019,0.889,0.7667,0.7263,0.7677,0.3691,0.2877,0.3291,0.4627,0.1255]","MULTIPOINT((-48.319336 48.138699))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas denticulatus","[1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995]","Number per tow (standardised index of relative abundance)","[0.0869,0.007733,0.0893,0.1651,0.0789,0.0183,0.003058,0.0281,0.0183,0.0281,0.0183]","MULTIPOINT((-48.319336 48.138699))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas lupus","[1975,1976,1977,1978,1979,1980,1981,1982]","Number per tow (standardised index of relative abundance)","[1.3537,1.0676,0.8429,0.4647,0.9872,0.9878,1.0702,0.9888]","MULTIPOINT((-48.319336 48.138699))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas minor","[1975,1976,1977,1978,1979,1980,1981,1982]","Number per tow (standardised index of relative abundance)","[0.3349,0.2755,0.3184,0.1204,0.2837,0.2837,0.6122,0.2388]","MULTIPOINT((-48.319336 48.138699))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas denticulatus","[1975,1976,1977,1978,1979,1980,1981,1982]","Number per tow (standardised index of relative abundance)","[0.0446,0.0245,0.0942,0.0446,0.1578,0.137,0.23,0.0398]","MULTIPOINT((-48.319336 48.138699))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas minor","[1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009]","Number per tow (standardised index of relative abundance)","[0.0706,0.0985,0.1233,0.0723,0.1761,0.2457,0.2551,0.1158,0.1932,0.2614,0.2893,0.15,0.4055,0.5526,0.3049]","MULTIPOINT((-52.757812 52.054271))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas lupus","[1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009]","Number per tow (standardised index of relative abundance)","[0.9175,1.6601,1.3046,1.7765,2.0783,1.9471,1.6147,0.9575,1.0041,2.0716,2.1182,2.1648,3.1394,1.8635,1.7864]","MULTIPOINT((-52.757812 52.054271))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas denticulatus","[1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009]","Number per tow (standardised index of relative abundance)","[0.0371,0.0927,0.0927,0.0927,0.1205,0.088,0.0927,0.051,0.0324,0.1575,0.1807,0.1344,0.2641,0.1945,0.1714]","MULTIPOINT((-52.757812 52.054271))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas minor","[1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Number per tow (standardised index of relative abundance)","[1.2511,1.0545,0.9586,0.9771,0.5638,0.8982,0.7637,0.5981,0.273,0.386,0.2561,0.332,0.3274,0.154,0.1541,0.1108,0.0613,0.0273]","MULTIPOINT((-52.757812 52.054271))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas lupus","[1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Number per tow (standardised index of relative abundance)","[6.8923,8.3001,4.7117,4.2788,2.4383,2.6551,2.9569,2.1837,1.9287,1.3719,1.0242,1.1559,0.9472,0.5143,0.5223,0.2904,0.3834,0.1826]","MULTIPOINT((-52.757812 52.054271))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas denticulatus","[1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Number per tow (standardised index of relative abundance)","[5.0085,2.6502,2.3676,2.7521,2.0062,2.1359,1.9552,1.8023,1.2139,0.8525,0.6208,0.5931,0.3336,0.3104,0.1066,0.051,0.0232,0.0232]","MULTIPOINT((-52.757812 52.054271))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas minor","[1999,2000,2001,2002,2003,2004,2005,2008,2009,2010]","Number per tow (standardised index of relative abundance)","[0.0153,0.0297,0.0216,0.0217,0.0321,0.0158,0.0302,0.0162,0.0368,0.0164]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas lupus","[1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2007,2008,2009,2010]","Number per tow (standardised index of relative abundance)","[2.4729,0.5747,0.4928,3.2885,1.125,1.8798,2.0632,1.5936,2.5933,3.2461,1.7966,1.5923,2.388,1.7551]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas denticulatus","[1996,1998,1999,2005,2008]","Number per tow (standardised index of relative abundance)","[0.0114,0.0133,0.00964,0.0116,0.0202]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas minor","[1984,1985,1988,1990,1993]","Number per tow (standardised index of relative abundance)","[0.003506,0.0343,0.0162,0.008204,0.006462]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas lupus","[1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995]","Number per tow (standardised index of relative abundance)","[0.4352,0.4349,0.6387,0.3936,0.2505,0.1278,0.1683,0.1681,0.0862,0.1165,0.1265,0.1569]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas denticulatus","[1984,1985,1986,1987,1991]","Number per tow (standardised index of relative abundance)","[0.0689,0.0738,0.0101,0.0119,0.00216]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas minor","[1972,1973,1974,1975,1976,1977,1978]","Number per tow (standardised index of relative abundance)","[0.0224,0.00393,0.0121,0.1799,0.0161,0.0447,0.0221]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas lupus","[1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982]","Number per tow (standardised index of relative abundance)","[1.4909,4.6139,2.1654,3.3598,1.3195,2.4118,0.8103,1.1169,0.5255,1.6588,0.9756]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas denticulatus","[1972,1973,1974,1975,1976,1977,1978,1979,1980,1982]","Number per tow (standardised index of relative abundance)","[0.0454,0.0362,0.0191,0.1122,0.225,0.0645,0.0436,0.0375,0.0106,0.0786]","MULTIPOINT((-56.383301 46.711721))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas minor","[1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010]","Number per tow (standardised index of relative abundance)","[0.0673,0.049,0.0755,0.0755,0.1143,0.1,0.0918,0.1,0.2102,0.3122,0.5755,0.4388,0.2163,0.0571,0.1898]","MULTIPOINT((-48.319336 48.138699))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas lupus","[1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010]","Number per tow (standardised index of relative abundance)","[0.6583,0.7816,0.4853,0.8235,1.1823,0.8757,1.0605,0.8256,0.8364,2.0651,2.5672,2.0661,1.5651,0.7058,1.2488]","MULTIPOINT((-48.319336 48.138699))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas denticulatus","[1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010]","Number per tow (standardised index of relative abundance)","[0.0236,0.0322,0.0634,0.0402,0.0658,0.0329,0.0145,0.0402,0.0347,0.0861,0.0604,0.1008,0.0507,0.0202,0.0843]","MULTIPOINT((-48.319336 48.138699))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anarhichas minor","[1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995]","Number per tow (standardised index of relative abundance)","[0.0204,0.0694,0.0898,0.1408,0.1551,0.1306,0.1122,0.0306,0.0388,0.0388,0.0204,0.0265]","MULTIPOINT((-48.319336 48.138699))","Living planet index database",NA,"Simpson, M. R., L. G. S. Mello, et al. (2012). ""A pre-COSEWIC assessment of three species of Wolffish (Anarhichas denticulatus, A. minor, and A. lupus) in Canadian waters of the Northwest Atlantic Ocean."" DFO Can. Sci. Advis. Sec. Res. Doc. 2011/122: iv+69 p.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
